Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Storlek,Antal fragment,plats_latitude,plats_longitude,historisk_plats_latitude,historisk_plats_longitude
Pil,582202_HST,34000,Undernummer: Bj 904,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,904,Historiska museet,Pil - 260,https://samlingar.shm.se/object/4D1D0837-83E4-4B75-9FEB-840029201A0D,Vapen och rustningar  Arkeologisk samling,10,800 – 1100,Vikingatid,582202_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Hög: 904",Bj 904,"Stolpe, Hjalmar",,,25,,,,
Dubbelyxa,583712_HST,34000,Undernummer: Bj 909,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,909,Historiska museet,Dubbelyxa - 261,https://samlingar.shm.se/object/852A4AD9-EAD3-4607-A4EC-ACA1812D704C,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,1,800 – 1100,Vikingatid,583712_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Hög: 909",Bj 909,"Stolpe, Hjalmar",,,,,,,
Sköld,561810_HST,34000,Undernummer: Bj 764,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,764,Historiska museet,Sköld - 262,https://samlingar.shm.se/object/65DBD8EC-925C-496F-98C3-5A5AAFB28EC3,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,561810_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 764",Bj 764,"Stolpe, Hjalmar",1879,,4,,,,
Pil,561974_HST,34000,Undernummer: Bj 773B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,773B,Historiska museet,Pil - 263,https://samlingar.shm.se/object/2482DF06-545C-436A-90D5-551CF4CA99E5,Vapen och rustningar  Arkeologisk samling,8,800 – 1100,Vikingatid,561974_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 773B",Bj 773B,"Stolpe, Hjalmar",1879,,11,,,,
Doppsko,561978_HST,34000,Undernummer: Bj 773B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,773B,Historiska museet,Doppsko - 264,https://samlingar.shm.se/object/A6536596-AD9D-4ECF-9384-81CA1E3D731C,Vapen och rustningar  Transport och samfärdsel  Arkeologisk samling,1,800 – 1100,Vikingatid,561978_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 773B",Bj 773B,"Stolpe, Hjalmar",1879,,1,,,,
Rundsköld,559672_HST,34000,Undernummer: Bj 628,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,628,Historiska museet,Rundsköld - 265,https://samlingar.shm.se/object/331C939C-6EBE-4CBB-B9C8-3E855E51B8CA,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,559672_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 628",Bj 628,"Stolpe, Hjalmar",1878,,4,,,,
Rundsköld,557904_HST,34000,Undernummer: Bj 542,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,542,Historiska museet,Rundsköld - 266,https://samlingar.shm.se/object/5C7ABDC5-D89D-4F0D-886C-ACCB65D85D71,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,557904_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 542",Bj 542,"Stolpe, Hjalmar",1878,,5,,,,
Tveeggat svärd,558259_HST,34000,Undernummer: Bj 544,"Järn, Silver, Trä","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,544,Historiska museet,Tveeggat svärd - 267,https://samlingar.shm.se/object/04BE0CC7-E1D2-4C21-8732-88469CB1A061,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,558259_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 544",Bj 544,"Stolpe, Hjalmar",1878,,,,,,
Spjut,558350_HST,34000,Undernummer: Bj 547,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,547,Historiska museet,Spjut - 268,https://samlingar.shm.se/object/A5015029-1CF5-4181-BB41-1F9A41501D7D,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,558350_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 547",Bj 547,"Stolpe, Hjalmar",1878,Längd 351 mm,,,,,
Rundsköld,559670_HST,34000,Undernummer: Bj 628,"Järn, Brons","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,628,Historiska museet,Rundsköld - 269,https://samlingar.shm.se/object/9E61EB80-E22A-42A4-890F-0F02BA463D3D,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,559670_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 628",Bj 628,"Stolpe, Hjalmar",1878,,10,,,,
Rundsköld,558261_HST,34000,Undernummer: Bj 544,"Järn, Vitmetall","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,544,Historiska museet,Rundsköld - 270,https://samlingar.shm.se/object/DF5CA026-F9C5-4083-A49A-F76EFF123B37,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,558261_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 544",Bj 544,"Stolpe, Hjalmar",1878,,,,,,
Spjut,559429_HST,34000,Undernummer: Bj 558,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,558,Historiska museet,Spjut - 271,https://samlingar.shm.se/object/A182B24A-A9AA-4A55-BE79-18C889833B14,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,559429_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Markerad grav: 558",Bj 558,"Stolpe, Hjalmar",1878,,2,,,,
Tveeggat svärd,262860_HST,5889,FID: 262860,Järn,Harby,,Ljungby socken (Kr),Småland,Sverige,,,Historiska museet,Tveeggat svärd - 272,https://samlingar.shm.se/object/F32DB661-1873-4022-8295-A1BA860B4EBA,Arkeologisk samling  Vapen och rustningar,1,800 – 1100,Vikingatid,262860_HST,,5889,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5889,,1877,"Plats: Harby, Socken: Ljungby socken (Kr), Kommun: Kalmar kommun, Landskap: Småland, Land: Sverige",,,,,Längd 86 cm  Bredd 9 cm,,52.8720176,-0.8928483,46.3144754,11.0480288
Svärd Petersen E,262862_HST,20112,FID: 262862,"Järn, Silver, Koppar",Bredaryd Södergård,,Bredaryd socken,Småland,Sverige,,,Historiska museet,Svärd Petersen E - 273,https://samlingar.shm.se/object/3C573629-031A-429A-AACC-507E9593F79B,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,262862_HST,,20112,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20112,,1932,"Plats: Bredaryd Södergård, Socken: Bredaryd socken, Kommun: Värnamo kommun, Landskap: Småland, Land: Sverige",,,,,Längd 79 cm  Bredd 9.1 cm,,,,46.3144754,11.0480288
Tveeggat svärd,262930_HST,7097,FID: 262930,"Järn, Silver",Björkö,,Adelsö socken,Uppland,Sverige,,,Historiska museet,Tveeggat svärd - 274,https://samlingar.shm.se/object/18696031-632C-448D-A0C8-7CE0AA24FF99,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,262930_HST,"Birka, Adelsö socken",7097,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=7097,Köp,1882,"Plats: Björkö, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,,,Längd 61 cm  Bredd 10 cm,2,59.32557285,17.566409746673923,,
Tveeggat svärd,263051_HST,34000,Undernummer: Bj 524,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,524,Historiska museet,Tveeggat svärd - 275,https://samlingar.shm.se/object/FCE5062B-CB90-4D01-8F22-EDADA74F1AB4,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,263051_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 524",Bj 524,"Stolpe, Hjalmar",1877,Längd 87 cm  Längd 8.5 cm,,,,,
Tveeggat svärd,263127_HST,10175,FID: 263127,Järn,Svanby,,Tierp socken,Uppland,Sverige,,,Historiska museet,Tveeggat svärd - 276,https://samlingar.shm.se/object/C275CBDF-3463-430D-9A4A-2EE48BCE63C7,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,263127_HST,,10175,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=10175,,1896,"Plats: Svanby, Socken: Tierp socken, Kommun: Tierp kommun, Landskap: Uppland, Land: Sverige",,,,,Längd 73 cm,,60.3326302,17.5101668,46.3144754,11.0480288
Tveeggat svärd,263200_HST,34000,Undernummer: Bj 644,"Järn, Silver, Koppar","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Tveeggat svärd - 277,https://samlingar.shm.se/object/48F300F4-D3A7-4ECD-BFC7-D95FC46CF2F9,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,263200_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",Bj 644,"Stolpe, Hjalmar",1878,Längd 70 cm  Bredd 9.5 cm,,,,,
Svärd Petersen H/I,263580_HST,20221,FID: 263580,"Järn, Koppar",Backa,L2002:2399,Västerfärnebo socken,Västmanland,Sverige,Hög,,Historiska museet,Svärd Petersen H/I - 278,https://samlingar.shm.se/object/8EEAA70C-DCAE-4AF1-A9AC-DB44F57AE24D,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,263580_HST,,20221,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20221,,1933,"Plats: Backa, Fornlämning: L2002:2399, Socken: Västerfärnebo socken, Kommun: Sala kommun, Landskap: Västmanland, Land: Sverige",Hög,,,,Vikt 1293.5 g  Längd 330 mm  Bredd 175 mm,,57.7476196,11.9827747,46.3144754,11.0480288
Tveeggat svärd,266352_HST,,FID: 266352,"Järn, Mässing, Koppar, Silver",,,,,Sverige,,,Historiska museet,Tveeggat svärd - 279,https://samlingar.shm.se/object/BAE66F7A-F88C-4251-8751-B1B7B24AEEE7,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,266352_HST,,,,,,Land: Sverige,,,,,Längd 345 mm  Bredd 100 mm,1,46.3144754,11.0480288,46.3144754,11.0480288
Tveeggat svärd,262937_HST,34000,Undernummer: Bj 944,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,944,Historiska museet,Tveeggat svärd - 280,https://samlingar.shm.se/object/DD94166F-8EA5-4324-B992-8680D5584A97,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,262937_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 944",Bj 944,"Stolpe, Hjalmar",1881,,10,,,,
Tveeggat svärd,263027_HST,19844,Undernummer: 26,"Järn, Silver, Koppar",Barkarby,,Järfälla socken,Uppland,Sverige,"Röse, jordblandat",26,Historiska museet,Tveeggat svärd - 281,https://samlingar.shm.se/object/E0E34C38-2F02-46CB-8B39-98081C74492D,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,263027_HST,,19844,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=19844,,1932,"Plats: Barkarby, Socken: Järfälla socken, Kommun: Järfälla kommun, Landskap: Uppland, Land: Sverige","Röse, jordblandat: 26",,,,Längd 70 cm  Bredd 10.3 cm,,59.4051955,17.8643513,46.3144754,11.0480288
Tveeggat svärd,263028_HST,34000,Undernummer: Bj 520,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,520,Historiska museet,Tveeggat svärd - 282,https://samlingar.shm.se/object/2748D4D2-4CA8-4ECB-9226-8215077FBF4A,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,263028_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Stensättning: 520",Bj 520,"Stolpe, Hjalmar",1877,,,,,,
Tveeggat svärd,263029_HST,34000,Undernummer: Bj 561,"Järn, Trä, Silver, Koppar","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,561,Historiska museet,Tveeggat svärd - 283,https://samlingar.shm.se/object/40B4E731-85E6-4C54-BBF2-D797682CA77D,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,263029_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 561",Bj 561,"Stolpe, Hjalmar",1878,Längd 88 cm  Bredd 9.6 cm,,,,,
Svärd Petersen Y,263086_HST,34000,Undernummer: Bj 752B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,752B,Historiska museet,Svärd Petersen Y - 284,https://samlingar.shm.se/object/FFCD05E4-1460-468B-BC52-1C50BEDF2754,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,263086_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 752B",Bj 752B,"Stolpe, Hjalmar",1879,,7,,,,
Tveeggat svärd,263468_HST,34000,Undernummer: Bj 542,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,542,Historiska museet,Tveeggat svärd - 285,https://samlingar.shm.se/object/7D599E53-A81D-4419-9521-12567F402195,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,263468_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 542",Bj 542,"Stolpe, Hjalmar",1878,Längd 945 mm  Bredd 95.8 mm,2,,,,
Svärd Petersen Y,264449_HST,,FID: 264449,Järn,,,,,Sverige,,,Historiska museet,Svärd Petersen Y - 286,https://samlingar.shm.se/object/CD8214A7-2FFB-472D-AE80-D587ADD518D2,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,264449_HST,,,,,,Land: Sverige,,,,,Längd 20 cm  Bredd 15.5 cm,1,46.3144754,11.0480288,46.3144754,11.0480288
Svärd,269149_HST,5208,Undernummer: 544,Ben/Horn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Svärd - 287,https://samlingar.shm.se/object/EFC6077F-6271-4FBA-B936-6254E0B5EF20,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,269149_HST,"Birka, Adelsö socken",5208,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208,KML,1874,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,"Stolpe, Hjalmar",,,,,,,
Svärd,269151_HST,5208,Undernummer: 546,Ben/Horn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Svärd - 288,https://samlingar.shm.se/object/5D3CACD5-8B90-4AB9-AABC-2D91F1DEF0B5,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,269151_HST,"Birka, Adelsö socken",5208,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208,KML,1874,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,"Stolpe, Hjalmar",,,,,,,
Svärd,268663_HST,5208,Undernummer: 252,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Svärd - 289,https://samlingar.shm.se/object/CC919AD7-98E9-4903-88E1-1D8998748413,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,268663_HST,"Birka, Adelsö socken",5208,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208,KML,1874,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,"Stolpe, Hjalmar",,,11,,,,
Yxa Petersen C,268767_HST,5208,Undernummer: 305,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Yxa Petersen C - 290,https://samlingar.shm.se/object/503A18B5-E498-49D9-BD57-E14847F9AF9D,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,1,800 – 1100,Vikingatid,268767_HST,"Birka, Adelsö socken",5208,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208,KML,1874,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,"Stolpe, Hjalmar",,,,,,,
Svärd Petersen H,264614_HST,9439,FID: 264614,Järn,,,Adelsö socken,Uppland,Sverige,,,Historiska museet,Svärd Petersen H - 291,https://samlingar.shm.se/object/A2CFC996-93BD-452A-A4AC-7E82E5FDA6E5,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,264614_HST,,9439,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=9439,,1894,"Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,,,Längd 38 cm  Bredd 8 cm,1,46.3144754,11.0480288,46.3144754,11.0480288
